codepoint,name
E19F,LATIN CAPITAL LETTER L WITH INVERTED BREVE
E1A0,LATIN CAPITAL LETTER L WITH COMMA ABOVE RIGHT
E1A1,LATIN CAPITAL LETTER L WITH COMMA ABOVE RIGHT AND RING BELOW
E1A2,LATIN CAPITAL LETTER L WITH PALATALIZED HOOK BELOW
E1A3,LATIN CAPITAL LETTER L WITH DIAERESIS BELOW
E1A4,LATIN CAPITAL LETTER L WITH RING BELOW
E1A5,LATIN CAPITAL LETTER L WITH COMMA BELOW
E1A6,LATIN CAPITAL LETTER L WITH VERTICAL LINE BELOW
E1A7,LATIN CAPITAL LETTER L WITH BREVE BELOW
E1A8,LATIN CAPITAL LETTER L WITH INVERTED BREVE BELOW
E1A9,LATIN CAPITAL LETTER L WITH TILDE OVERLAY
E1AA,LATIN CAPITAL LETTER L WITH SUPERSCRIPT ONE
E1AB,LATIN CAPITAL LETTER L WITH SUPERSCRIPT TWO
E1AC,LATIN CAPITAL LETTER L WITH TOCHARIAN BOW DOWN AND MODIFIER LETTER SMALL U SUBSCRIPT
E1AD,LATIN CAPITAL LETTER L WITH ACUTE ABOVE RIGHT
E1AE,LATIN CAPITAL LETTER L WITH COLON BELOW
E1AF,LATIN CAPITAL LETTER L WITH LATIN CAPITAL LETTER T AND BOW BELOW
E1B2,LATIN CAPITAL LETTER M WITH GRAVE
E1B3,LATIN CAPITAL LETTER M WITH ACUTE AND DOT BELOW
E1B4,LATIN CAPITAL LETTER M WITH ACUTE AND RING BELOW
E1B5,LATIN CAPITAL LETTER M WITH ACUTE AND MACRON BELOW
E1B6,LATIN CAPITAL LETTER M WITH CIRCUMFLEX
E1B7,LATIN CAPITAL LETTER M WITH TILDE
E1B8,LATIN CAPITAL LETTER M WITH MACRON
E1B9,LATIN CAPITAL LETTER M WITH MACRON AND ACUTE AND RING BELOW
E1BA,LATIN CAPITAL LETTER M WITH MACRON AND BREVE AND RING BELOW
E1BB,LATIN CAPITAL LETTER M WITH MACRON AND DOT BELOW
E1BC,LATIN CAPITAL LETTER M WITH MACRON AND RING BELOW
E1BD,LATIN CAPITAL LETTER M WITH BREVE
E1BE,LATIN CAPITAL LETTER M WITH CANDRABINDU
E1BF,LATIN CAPITAL LETTER M WITH DIAERESIS
E1C0,LATIN CAPITAL LETTER M WITH INVERTED BREVE
E1C1,LATIN CAPITAL LETTER M WITH COMMA ABOVE RIGHT
E1C2,LATIN CAPITAL LETTER M WITH PALATALIZED HOOK BELOW
E1C3,LATIN CAPITAL LETTER M WITH PALATALIZED HOOK BELOW AND VERTICAL LINE BELOW
E1C4,LATIN CAPITAL LETTER M WITH RETROFLEX HOOK BELOW
E1C5,LATIN CAPITAL LETTER M WITH RING BELOW
E1C6,LATIN CAPITAL LETTER M WITH OGONEK
E1C7,LATIN CAPITAL LETTER M WITH VERTICAL LINE BELOW
E1C8,LATIN CAPITAL LETTER M WITH CARON BELOW
E1C9,LATIN CAPITAL LETTER M WITH BREVE BELOW
E1CA,LATIN CAPITAL LETTER M WITH INVERTED BREVE BELOW
E1CB,LATIN CAPITAL LETTER M WITH MACRON BELOW
E1CC,LATIN CAPITAL LETTER M WITH REVERSED COMMA ABOVE RIGHT
E1CD,LATIN CAPITAL LETTER M WITH LEFT HALF RING ABOVE
E1CE,LATIN CAPITAL LETTER M WITH TOCHARIAN BOW DOWN AND MODIFIER LETTER SMALL A SUBSCRIPT WITH DIAERESIS
E1CF,LATIN CAPITAL LETTER M WITH ACUTE ABOVE RIGHT
E1D0,LATIN CAPITAL LETTER M WITH COLON ABOVE
E1D1,LATIN CAPITAL LETTER M WITH OGONEK RIGHT
E1D3,LATIN CAPITAL LETTER N WITH GRAVE AND RING BELOW
E1D4,LATIN CAPITAL LETTER N WITH ACUTE AND DOT BELOW
E1D5,LATIN CAPITAL LETTER N WITH ACUTE AND RING BELOW
E1D6,LATIN CAPITAL LETTER N WITH ACUTE AND MACRON BELOW
E1D7,LATIN CAPITAL LETTER N WITH CIRCUMFLEX
E1D8,LATIN CAPITAL LETTER N WITH CIRCUMFLEX AND CEDILLA
E1D9,LATIN CAPITAL LETTER N WITH TILDE AND ACUTE AND RING BELOW
E1DA,LATIN CAPITAL LETTER N WITH TILDE AND RING BELOW
E1DB,LATIN CAPITAL LETTER N WITH TILDE AND CEDILLA
E1DC,LATIN CAPITAL LETTER N WITH MACRON
E1DD,LATIN CAPITAL LETTER N WITH MACRON AND ACUTE AND DOT BELOW
E1DE,LATIN CAPITAL LETTER N WITH MACRON AND ACUTE AND RING BELOW
E1DF,LATIN CAPITAL LETTER N WITH MACRON AND BREVE AND RING BELOW
E1E0,LATIN CAPITAL LETTER N WITH MACRON AND INVERTED BREVE AND RING BELOW
E1E1,LATIN CAPITAL LETTER N WITH MACRON AND DOT BELOW
E1E2,LATIN CAPITAL LETTER N WITH MACRON AND RING BELOW
E1E3,LATIN CAPITAL LETTER N WITH BREVE
E1E4,LATIN CAPITAL LETTER N WITH CANDRABINDU
E1E5,LATIN CAPITAL LETTER N WITH DOT ABOVE AND RING BELOW
E1E6,LATIN CAPITAL LETTER N WITH DIAERESIS
E1E7,LATIN CAPITAL LETTER N WITH INVERTED BREVE
E1E8,LATIN CAPITAL LETTER N WITH INVERTED BREVE AND ACUTE AND RING BELOW
E1E9,LATIN CAPITAL LETTER N WITH INVERTED BREVE AND MACRON AND RING BELOW
E1EA,LATIN CAPITAL LETTER N WITH INVERTED BREVE AND RING BELOW
E1EB,LATIN CAPITAL LETTER N WITH COMMA ABOVE RIGHT
E1EC,LATIN CAPITAL LETTER N WITH PALATALIZED HOOK BELOW
E1ED,LATIN CAPITAL LETTER N WITH DIAERESIS BELOW
E1EE,LATIN CAPITAL LETTER N WITH RING BELOW
E1EF,LATIN CAPITAL LETTER N WITH COMMA BELOW
E1F0,LATIN CAPITAL LETTER N WITH OGONEK
E1F1,LATIN CAPITAL LETTER N WITH VERTICAL LINE BELOW
E1F2,LATIN CAPITAL LETTER N WITH BREVE BELOW
E1F3,LATIN CAPITAL LETTER N WITH INVERTED BREVE BELOW
E1F3,LATIN CAPITAL LETTER N WITH LATIN CAPITAL LETTER C WITH CARON AND BOW BELOW
E1F4,LATIN CAPITAL LETTER N WITH LONG SOLIDUS OVERLAY
E1F4,LATIN CAPITAL LETTER N WITH LATIN CAPITAL LETTER T AND BOW BELOW
E1F5,LATIN CAPITAL LETTER N WITH SUPERSCRIPT ONE
E1F6,LATIN CAPITAL LETTER N WITH SUPERSCRIPT TWO
E1F7,LATIN CAPITAL LETTER N WITH COMMA ABOVE LEFT
E1F8,LATIN CAPITAL LETTER N WITH TOCHARIAN BOW DOWN AND MODIFIER LETTER SMALL A SUBSCRIPT WITH DIAERESIS
E1F9,LATIN CAPITAL LETTER N WITH TOCHARIAN BOW DOWN AND MODIFIER LETTER SMALL U SUBSCRIPT
E1FA,LATIN CAPITAL LETTER N WITH ACUTE ABOVE RIGHT
E1FB,LATIN CAPITAL LETTER N WITH INVERTED OGONEK
E1FC,LATIN CAPITAL LETTER N WITH DOUBLE ACUTE BELOW
E1FD,LATIN CAPITAL LETTER N WITH COLON ABOVE
E1FE,LATIN CAPITAL LETTER N WITH LEFT HOOK AND RING BELOW
E1FF,LATIN CAPITAL LETTER N WITH LEFT HOOK AND VERTICAL LINE BELOW
E203,LATIN CAPITAL LETTER ROUND ENG
E204,LATIN CAPITAL LETTER ROUND ENG WITH ACUTE
E205,LATIN CAPITAL LETTER ROUND ENG WITH MACRON AND RING BELOW
E206,LATIN CAPITAL LETTER ROUND ENG RING BELOW
E207,LATIN CAPITAL LETTER ROUND ENG WITH OGONEK
E209,LATIN CAPITAL LETTER O WITH GRAVE AND DOT BELOW
E20A,LATIN CAPITAL LETTER O WITH GRAVE AND OGONEK
E20B,LATIN CAPITAL LETTER O WITH ACUTE AND DOT BELOW
E20C,LATIN CAPITAL LETTER O WITH ACUTE AND OGONEK
E20D,LATIN CAPITAL LETTER O WITH ACUTE AND RIGHT HALF RING BELOW
E20E,LATIN CAPITAL LETTER O WITH CIRCUMFLEX AND OGONEK
E20F,LATIN CAPITAL LETTER O WITH TILDE AND DOT BELOW
E210,LATIN CAPITAL LETTER O WITH TILDE AND OGONEK
E211,LATIN CAPITAL LETTER O WITH TILDE AND INVERTED OGONEK
E212,LATIN CAPITAL LETTER O WITH TILDE AND LEFT ARROWHEAD
E213,LATIN CAPITAL LETTER O WITH MACRON AND GRAVE AND DOT BELOW
E214,LATIN CAPITAL LETTER O WITH MACRON AND GRAVE AND OGONEK
E215,LATIN CAPITAL LETTER O WITH MACRON AND ACUTE AND DOT BELOW
E216,LATIN CAPITAL LETTER O WITH MACRON AND ACUTE AND OGONEK
E217,LATIN CAPITAL LETTER O WITH MACRON AND TILDE
E218,LATIN CAPITAL LETTER O WITH MACRON AND TILDE AND ACUTE
E219,LATIN CAPITAL LETTER O WITH MACRON AND TILDE AND DOT BELOW
E21A,LATIN CAPITAL LETTER O WITH MACRON AND TILDE AND OGONEK
E21B,LATIN CAPITAL LETTER O WITH MACRON AND BREVE
E21C,LATIN CAPITAL LETTER O WITH MACRON AND BREVE AND ACUTE
E21D,LATIN CAPITAL LETTER O WITH MACRON AND BREVE AND DOT BELOW
E21E,LATIN CAPITAL LETTER O WITH MACRON AND BREVE AND OGONEK
E21F,LATIN CAPITAL LETTER O WITH MACRON AND DIAERESIS
E220,LATIN CAPITAL LETTER O WITH MACRON AND DOUBLE ACUTE ABOVE
E221,LATIN CAPITAL LETTER O WITH MACRON AND CARON
E222,LATIN CAPITAL LETTER O WITH MACRON AND DOT BELOW
E223,LATIN CAPITAL LETTER O WITH MACRON AND RING BELOW
E224,LATIN CAPITAL LETTER O WITH MACRON AND INVERTED OGONEK
E225,LATIN CAPITAL LETTER O WITH MACRON AND LEFT ARROWHEAD
E226,LATIN CAPITAL LETTER O WITH BREVE AND GRAVE
E227,LATIN CAPITAL LETTER O WITH BREVE AND ACUTE
E228,LATIN CAPITAL LETTER O WITH BREVE AND ACUTE AND OGONEK
E229,LATIN CAPITAL LETTER O WITH BREVE AND DIAERESIS
E22A,LATIN CAPITAL LETTER O WITH BREVE AND DOT BELOW
E22B,LATIN CAPITAL LETTER O WITH BREVE AND OGONEK
E22C,LATIN CAPITAL LETTER O WITH DIAERESIS AND ACUTE
E22D,LATIN CAPITAL LETTER O WITH DIAERESIS AND CIRCUMFLEX
E22E,LATIN CAPITAL LETTER O WITH DIAERESIS AND TILDE
E22F,LATIN CAPITAL LETTER O WITH DIAERESIS AND TILDE AND OGONEK
E230,LATIN CAPITAL LETTER O WITH DIAERESIS AND MACRON AND BREVE
E231,LATIN CAPITAL LETTER O WITH DIAERESIS AND MACRON AND DOT BELOW
E232,LATIN CAPITAL LETTER O WITH DIAERESIS AND MACRON AND OGONEK
E233,LATIN CAPITAL LETTER O WITH DIAERESIS AND BREVE
E234,LATIN CAPITAL LETTER O WITH DIAERESIS AND DOT BELOW
E235,LATIN CAPITAL LETTER O WITH DIAERESIS AND OGONEK
E236,LATIN CAPITAL LETTER O WITH DIAERESIS AND MACRON BELOW
E237,LATIN CAPITAL LETTER O WITH RING ABOVE
E238,LATIN CAPITAL LETTER O WITH INVERTED BREVE AND DOT BELOW
E239,LATIN CAPITAL LETTER O WITH INVERTED BREVE AND OGONEK
E23A,LATIN CAPITAL LETTER O WITH COMMA ABOVE
E23B,LATIN CAPITAL LETTER O WITH LEFT HALF RING BELOW
E23C,LATIN CAPITAL LETTER O WITH DIAERESIS BELOW
E23D,LATIN CAPITAL LETTER O WITH RING BELOW
E23E,LATIN CAPITAL LETTER O WITH CARON BELOW
E23F,LATIN CAPITAL LETTER O WITH BREVE BELOW
E240,LATIN CAPITAL LETTER O WITH INVERTED BREVE BELOW
E241,LATIN CAPITAL LETTER O WITH MACRON BELOW
E242,LATIN CAPITAL LETTER O WITH RIGHT HALF RING BELOW
E243,LATIN CAPITAL LETTER O WITH LATIN SMALL LETTER A ABOVE
E244,LATIN CAPITAL LETTER O WITH LATIN SMALL LETTER E ABOVE
E245,LATIN CAPITAL LETTER O WITH LATIN SMALL LETTER I ABOVE
E246,LATIN CAPITAL LETTER O WITH LATIN SMALL LETTER U ABOVE
E247,LATIN CAPITAL LETTER O WITH LATIN SMALL LETTER V ABOVE
E248,LATIN CAPITAL LETTER O WITH DOT ABOVE RIGHT
E249,LATIN CAPITAL LETTER O WITH TOCHARIAN BOW DOWN AND MODIFIER LETTER SMALL I SUBSCRIPT
E24A,LATIN CAPITAL LETTER O WITH TOCHARIAN BOW DOWN AND MODIFIER LETTER SMALL I SUBSCRIPT WITH MACRON
E24B,LATIN CAPITAL LETTER O WITH TOCHARIAN BOW DOWN AND MODIFIER LETTER SMALL U SUBSCRIPT
E24C,LATIN CAPITAL LETTER O WITH INVERTED OGONEK
E24D,LATIN CAPITAL LETTER O WITH MACRON ABOVE INCLOSED IN PARENTHESES
E24E,LATIN CAPITAL LETTER O WITH GRAVE ABOVE INCLOSED IN PARENTHESES
E250,LATIN CAPITAL LETTER O WITH STROKE AND GRAVE
E251,LATIN CAPITAL LETTER O WITH STROKE AND TILDE
E252,LATIN CAPITAL LETTER O WITH STROKE AND MACRON
E253,LATIN CAPITAL LETTER O WITH STROKE AND MACRON AND BREVE
E254,LATIN CAPITAL LETTER O WITH STROKE AND MACRON AND OGONEK
E255,LATIN CAPITAL LETTER O WITH STROKE AND OGONEK
E256,LATIN CAPITAL LETTER O WITH STROKE AND INVERTED OGONEK
E258,LATIN CAPITAL LIGATURE OE WITH GRAVE
E259,LATIN CAPITAL LIGATURE OE WITH ACUTE
E25A,LATIN CAPITAL LIGATURE OE WITH CIRCUMFLEX
E25B,LATIN CAPITAL LIGATURE OE WITH TILDE
E25C,LATIN CAPITAL LIGATURE OE WITH TILDE AND OGONEK
E25D,LATIN CAPITAL LIGATURE OE WITH MACRON
E25E,LATIN CAPITAL LIGATURE OE WITH MACRON AND ACUTE
E25F,LATIN CAPITAL LIGATURE OE WITH MACRON AND TILDE
E260,LATIN CAPITAL LIGATURE OE WITH MACRON AND BREVE
E261,LATIN CAPITAL LIGATURE OE WITH DOT BELOW
E262,LATIN CAPITAL LIGATURE OE WITH OGONEK
E263,LATIN CAPITAL LIGATURE OE WITH INVERTED BREVE BELOW
E264,LATIN CAPITAL LETTER P WITH TILDE
E265,LATIN CAPITAL LETTER P WITH MACRON
E266,LATIN CAPITAL LETTER P WITH BREVE
E267,LATIN CAPITAL LETTER P WITH DIAERESIS
E268,LATIN CAPITAL LETTER P WITH DOUBLE ACUTE
E269,LATIN CAPITAL LETTER P WITH INVERTED BREVE
E26A,LATIN CAPITAL LETTER P WITH REVERSED COMMA ABOVE
E26B,LATIN CAPITAL LETTER P WITH COMMA ABOVE RIGHT
E26C,LATIN CAPITAL LETTER P WITH PALATALIZED HOOK
E26D,LATIN CAPITAL LETTER P WITH DOT BELOW
E26E,LATIN CAPITAL LETTER P WITH CARON BELOW
E26F,LATIN CAPITAL LETTER P WITH MACRON BELOW
E270,LATIN CAPITAL LETTER P WITH SHORT STROKE OVERLAY
E271,LATIN CAPITAL LETTER P WITH MODIFIER LETTER SMALL U SUPERSCRIPT LEFT
E272,LATIN CAPITAL LETTER P WITH REVERSED COMMA ABOVE RIGHT
E273,LATIN CAPITAL LETTER P WITH TURNED COMMA ABOVE RIGHT
E274,LATIN CAPITAL LETTER P WITH LEFT HALF RING ABOVE
E275,LATIN CAPITAL LETTER P WITH LEFT HALF RING ABOVE RIGHT
E276,LATIN CAPITAL LETTER P WITH TOCHARIAN BOW DOWN AND MODIFIER LETTER SMALL I SUBSCRIPT
E277,LATIN CAPITAL LETTER P WITH TOCHARIAN BOW DOWN AND MODIFIER LETTER SMALL U SUBSCRIPT
E278,LATIN CAPITAL LETTER P WITH ACUTE ABOVE RIGHT
E279,LATIN CAPITAL LETTER P WITH VERTICAL LINE ABOVE RIGHT
E27A,LATIN CAPITAL LETTER P WITH DOT BELOW CENTRED
E27B,MODIFIER LETTER SMALL O SUBSCRIPT WITH TOCHARIAN BOW UP AND LATIN CAPITAL LETTER P
E27C,MODIFIER LETTER SMALL U SUBSCRIPT WITH TOCHARIAN BOW UP AND LATIN CAPITAL LETTER P
E280,LATIN CAPITAL LETTER Q WITH ACUTE
E281,LATIN CAPITAL LETTER Q WITH MACRON
E282,LATIN CAPITAL LETTER Q WITH DOT ABOVE
E283,LATIN CAPITAL LETTER Q WITH DOT ABOVE AND DOT BELOW
E284,LATIN CAPITAL LETTER Q WITH DIAERESIS
E285,LATIN CAPITAL LETTER Q WITH DIAERESIS AND DOT BELOW
E286,LATIN CAPITAL LETTER Q WITH DOUBLE ACUTE
E287,LATIN CAPITAL LETTER Q WITH COMMA ABOVE RIGHT
E288,LATIN CAPITAL LETTER Q WITH DOT BELOW
E289,LATIN CAPITAL LETTER Q WITH CEDILLA
E28B,LATIN CAPITAL LETTER Q WITH INVERTED BREVE ABOVE RIGHT
E28D,LATIN CAPITAL LETTER R WITH GRAVE
E28E,LATIN CAPITAL LETTER R WITH GRAVE AND DOT BELOW
E28F,LATIN CAPITAL LETTER R WITH GRAVE AND RING BELOW
E290,LATIN CAPITAL LETTER R WITH ACUTE AND DOT BELOW
E291,LATIN CAPITAL LETTER R WITH ACUTE AND RING BELOW
E292,LATIN CAPITAL LETTER R WITH CIRCUMFLEX
E293,LATIN CAPITAL LETTER R WITH CIRCUMFLEX AND RING BELOW
E294,LATIN CAPITAL LETTER R WITH TILDE
E295,LATIN CAPITAL LETTER R WITH TILDE AND RING BELOW
E296,LATIN CAPITAL LETTER R WITH MACRON
E297,LATIN CAPITAL LETTER R WITH MACRON AND ACUTE AND DOT BELOW
E298,LATIN CAPITAL LETTER R WITH MACRON AND ACUTE AND RING BELOW
E299,LATIN CAPITAL LETTER R WITH MACRON AND TILDE AND DOT BELOW
E29A,LATIN CAPITAL LETTER R WITH MACRON AND BREVE AND DOT BELOW
E29B,LATIN CAPITAL LETTER R WITH MACRON AND BREVE AND RING BELOW
E29C,LATIN CAPITAL LETTER R WITH MACRON AND RING BELOW
E29D,LATIN CAPITAL LETTER R WITH MACRON AND OGONEK
E29E,LATIN CAPITAL LETTER R WITH BREVE
E29F,LATIN CAPITAL LETTER R WITH CARON AND RING BELOW
E2A0,LATIN CAPITAL LETTER R WITH COMMA ABOVE RIGHT
E2A1,LATIN CAPITAL LETTER R WITH PALATALIZED HOOK
E2A2,LATIN CAPITAL LETTER R WITH DIAERESIS BELOW
E2A3,LATIN CAPITAL LETTER R WITH RING BELOW
E2A4,LATIN CAPITAL LETTER R WITH COMMA BELOW
E2A5,LATIN CAPITAL LETTER R WITH OGONEK
E2A6,LATIN CAPITAL LETTER R WITH VERTICAL LINE BELOW
E2A7,LATIN CAPITAL LETTER R WITH CARON BELOW
E2A8,LATIN CAPITAL LETTER R WITH CIRCUMFLEX BELOW
E2A9,LATIN CAPITAL LETTER R WITH INVERTED BREVE BELOW
E2AA,LATIN CAPITAL LETTER R WITH LONG SOLIDUS OVERLAY
E2AB,LATIN CAPITAL LETTER R WITH SUPERSCRIPT ONE
E2AC,LATIN CAPITAL LETTER R WITH SUPERSCRIPT TWO
E2AD,LATIN CAPITAL LETTER R WITH TOCHARIAN BOW DOWN AND MODIFIER LETTER SMALL U SUBSCRIPT
E2AE,LATIN CAPITAL LETTER R WITH ACUTE ABOVE RIGHT
E2AF,LATIN CAPITAL LETTER TURNED R
E2B0,LATIN CAPITAL LETTER S WITH GRAVE
E2B1,LATIN CAPITAL LETTER S WITH ACUTE AND GRAVE
E2B2,LATIN CAPITAL LETTER S WITH ACUTE AND COMMA ABOVE RIGHT
E2B3,LATIN CAPITAL LETTER S WITH ACUTE AND DOT BELOW
E2B4,LATIN CAPITAL LETTER S WITH ACUTE AND RING BELOW
E2B5,LATIN CAPITAL LETTER S WITH ACUTE AND MACRON BELOW
E2B6,LATIN CAPITAL LETTER S WITH ACUTE AND TOCHARIAN BOW DOWN AND MODIFIER LETTER SMALL U SUBSCRIPT
E2B7,LATIN CAPITAL LETTER S WITH TILDE
E2B8,LATIN CAPITAL LETTER S WITH MACRON
E2B9,LATIN CAPITAL LETTER S WITH MACRON AND DOT BELOW
E2BA,LATIN CAPITAL LETTER S WITH MACRON AND SUPERSCRIPT ONE
E2BB,LATIN CAPITAL LETTER S WITH MACRON AND SUPERSCRIPT TWO
E2BC,LATIN CAPITAL LETTER S WITH DOT ABOVE AND TILDE
E2BD,LATIN CAPITAL LETTER S WITH DIAERESIS
E2BE,LATIN CAPITAL LETTER S WITH CARON AND GRAVE
E2BF,LATIN CAPITAL LETTER S WITH CARON AND ACUTE
E2C0,LATIN CAPITAL LETTER S WITH CARON AND DOT BELOW
E2C1,LATIN CAPITAL LETTER S WITH CARON AND DIAERESIS BELOW
E2C2,LATIN CAPITAL LETTER S WITH CARON AND OGONEK
E2C3,LATIN CAPITAL LETTER S WITH CARON AND ACUTE ABOVE RIGHT
E2C4,LATIN CAPITAL LETTER S WITH CARON AND INVERTED OGONEK
E2C5,LATIN CAPITAL LETTER S WITH CARON AND DOUBLE ACUTE BELOW
E2C6,LATIN CAPITAL LETTER S WITH INVERTED BREVE
E2C7,LATIN CAPITAL LETTER S WITH COMMA ABOVE RIGHT
E2C8,LATIN CAPITAL LETTER S WITH COMMA ABOVE RIGHT AND DOT BELOW
E2C9,LATIN CAPITAL LETTER S WITH PALATALIZED HOOK
E2CA,LATIN CAPITAL LETTER S WITH DOT BELOW AND MACRON BELOW
E2CB,LATIN CAPITAL LETTER S WITH DIAERESIS BELOW
E2CC,LATIN CAPITAL LETTER S WITH RING BELOW
E2CD,LATIN CAPITAL LETTER S WITH OGONEK
E2CE,LATIN CAPITAL LETTER S WITH BRIDGE BELOW
E2CF,LATIN CAPITAL LETTER S WITH CARON BELOW
E2D0,LATIN CAPITAL LETTER S WITH BREVE BELOW
E2D1,LATIN CAPITAL LETTER S WITH MACRON BELOW
E2D2,LATIN CAPITAL LETTER S WITH LONG SOLIDUS OVERLAY
E2D3,LATIN CAPITAL LETTER S WITH SUPERSCRIPT ONE
E2D4,LATIN CAPITAL LETTER S WITH SUPERSCRIPT TWO
E2D5,LATIN CAPITAL LETTER S WITH LATIN SMALL LETTER R ABOVE
E2D6,LATIN CAPITAL LETTER S WITH LATIN SMALL LETTER X ABOVE
E2D7,LATIN CAPITAL LETTER S WITH TOCHARIAN BOW DOWN AND MODIFIER LETTER SMALL A SUBSCRIPT WITH DIAERESIS
E2D8,LATIN CAPITAL LETTER S WITH TOCHARIAN BOW DOWN AND MODIFIER LETTER SMALL U SUBSCRIPT
E2D9,LATIN CAPITAL LETTER S WITH ACUTE ABOVE RIGHT
E2DA,LATIN CAPITAL LETTER S WITH PLUS SIGN ABOVE
E2DB,LATIN CAPITAL LETTER S WITH INVERTED OGONEK
E2DC,LATIN CAPITAL LETTER SH WITH LOW LINE
E2DD,LATIN CAPITAL LETTER S WITH SMALL LETTER H AND LOW LINE
E2DE,MODIFIER LETTER SMALL I WITH TOCHARIAN BOW UP AND LATIN CAPITAL LETTER S WITH ACUTE
E2E0,LATIN CAPITAL LETTER T WITH GRAVE
E2E1,LATIN CAPITAL LETTER T WITH GRAVE AND ACUTE ABOVE RIGHT
E2E2,LATIN CAPITAL LETTER T WITH ACUTE
E2E3,LATIN CAPITAL LETTER T WITH ACUTE AND DOT BELOW
E2E4,LATIN CAPITAL LETTER T WITH TILDE
E2E5,LATIN CAPITAL LETTER T WITH MACRON
E2E6,LATIN CAPITAL LETTER T WITH BREVE
E2E7,LATIN CAPITAL LETTER T WITH BREVE AND GRAVE
E2E8,LATIN CAPITAL LETTER T WITH DIAERESIS
E2E9,LATIN CAPITAL LETTER T WITH INVERTED BREVE
E2EA,LATIN CAPITAL LETTER T WITH REVERSED COMMA ABOVE
E2EB,LATIN CAPITAL LETTER T WITH COMMA ABOVE RIGHT
E2EC,LATIN CAPITAL LETTER T WITH ACUTE BELOW
E2ED,LATIN CAPITAL LETTER T WITH RING BELOW
E2EE,LATIN CAPITAL LETTER T WITH OGONEK
E2EF,LATIN CAPITAL LETTER T WITH BRIDGE BELOW
E2F0,LATIN CAPITAL LETTER T WITH CARON BELOW
E2F1,LATIN CAPITAL LETTER T WITH BREVE BELOW
E2F2,LATIN CAPITAL LETTER T WITH INVERTED BREVE BELOW
E2F3,LATIN CAPITAL LETTER T WITH TILDE BELOW
E2F4,LATIN CAPITAL LETTER T WITH SUPERSCRIPT ONE
E2F5,LATIN CAPITAL LETTER T WITH SUPERSCRIPT TWO
E2F6,LATIN CAPITAL LETTER T WITH REVERSED COMMA ABOVE RIGHT
E2F7,LATIN CAPITAL LETTER T WITH TURNED COMMA ABOVE RIGHT
E2F8,LATIN CAPITAL LETTER T WITH LEFT HALF RING ABOVE
E2F9,LATIN CAPITAL LETTER T WITH LEFT HALF RING ABOVE RIGHT
E2FA,LATIN CAPITAL LETTER T WITH TOCHARIAN BOW DOWN AND MODIFIER LETTER SMALL U SUBSCRIPT
E2FB,LATIN CAPITAL LETTER T WITH ACUTE ABOVE RIGHT
E2FC,LATIN CAPITAL LETTER T WITH VERTICAL LINE ABOVE RIGHT
E2FD,LATIN CAPITAL LETTER T WITH RETROFLEX HOOK AND COMMA ABOVE RIGHT
E2FE,LATIN CAPITAL LETTER TH WITH LOW LINE
E2FF,LATIN CAPITAL LETTER T WITH SMALL LETTER H AND LOW LINE
E300,MODIFIER LETTER SMALL U SUPERSCRIPT LEFT AND LATIN CAPITAL LETTER T
E301,LATIN CAPITAL LETTER U WITH ACUTE AND DOT BELOW
E302,LATIN CAPITAL LETTER U WITH ACUTE AND OGONEK
E303,LATIN CAPITAL LETTER U WITH TILDE AND GRAVE
E304,LATIN CAPITAL LETTER U WITH TILDE AND RING ABOVE
E305,LATIN CAPITAL LETTER U WITH TILDE AND OGONEK
E306,LATIN CAPITAL LETTER U WITH TILDE AND INVERTED BREVE BELOW
E307,LATIN CAPITAL LETTER U WITH TILDE AND LEFT ARROWHEAD
E308,LATIN CAPITAL LETTER U WITH MACRON AND GRAVE
E309,LATIN CAPITAL LETTER U WITH MACRON AND ACUTE
E30A,LATIN CAPITAL LETTER U WITH MACRON AND TILDE
E30B,LATIN CAPITAL LETTER U WITH MACRON AND BREVE
E30C,LATIN CAPITAL LETTER U WITH MACRON AND BREVE AND ACUTE
E30D,LATIN CAPITAL LETTER U WITH MACRON AND BREVE AND OGONEK
E30E,LATIN CAPITAL LETTER U WITH MACRON AND RING ABOVE
E30F,LATIN CAPITAL LETTER U WITH MACRON AND DOT BELOW
E310,LATIN CAPITAL LETTER U WITH MACRON AND OGONEK
E311,LATIN CAPITAL LETTER U WITH MACRON AND LEFT ARROWHEAD
E312,LATIN CAPITAL LETTER U WITH BREVE AND GRAVE
E313,LATIN CAPITAL LETTER U WITH BREVE AND ACUTE
E314,LATIN CAPITAL LETTER U WITH BREVE AND OGONEK
E315,LATIN CAPITAL LETTER U WITH DOT ABOVE
E316,LATIN CAPITAL LETTER U WITH DOT ABOVE AND MACRON
E317,LATIN CAPITAL LETTER U WITH DIAERESIS AND CIRCUMFLEX
E318,LATIN CAPITAL LETTER U WITH DIAERESIS AND TILDE
E319,LATIN CAPITAL LETTER U WITH DIAERESIS AND MACRON AND ACUTE
E31A,LATIN CAPITAL LETTER U WITH DIAERESIS AND MACRON AND BREVE
E31B,LATIN CAPITAL LETTER U WITH DIAERESIS AND BREVE
E31C,LATIN CAPITAL LETTER U WITH DIAERESIS AND DOT BELOW
E31D,LATIN CAPITAL LETTER U WITH DIAERESIS AND OGONEK
E31E,LATIN CAPITAL LETTER U WITH DIAERESIS AND INVERTED BREVE BELOW
E31F,LATIN CAPITAL LETTER U WITH DIAERESIS AND MACRON BELOW
