codepoint,name
E4FD,LATIN SMALL LETTER G WITH GREEK PSILI AND OXIA
E4FE,LATIN SMALL LETTER G WITH REVERSED COMMA ABOVE
E4FF,LATIN SMALL LETTER G WITH COMMA ABOVE RIGHT
E5,MODIFIER LETTER SMALL I SUPERSCRIPT WITH LATIN CAPITAL LETTER C WITH CARON
E500,LATIN SMALL LETTER G WITH PALATALIZED HOOK BELOW
E501,LATIN SMALL LETTER G WITH DOT BELOW
E502,LATIN SMALL LETTER G WITH RING BELOW
E503,LATIN SMALL LETTER G WITH COMMA BELOW
E504,LATIN SMALL LETTER G WITH INVERTED DOUBLE ARCH BELOW
E505,LATIN SMALL LETTER G WITH BREVE BELOW
E506,LATIN SMALL LETTER G WITH MACRON BELOW
E507,LATIN SMALL LETTER G WITH LONG STROKE OVERLAY
E508,LATIN SMALL LETTER G WITH LONG SOLIDUS OVERLAY
E509,LATIN SMALL LETTER G WITH SUPERSCRIPT ONE
E50A,LATIN SMALL LETTER G WITH SUPERSCRIPT TWO
E50B,LATIN SMALL LETTER G WITH MODIFIER LETTER SMALL U SUPERSCRIPT WITH INVERTED BREVE BELOW
E50C,LATIN SMALL LETTER G WITH RING ABOVE RIGHT
E50D,LATIN SMALL LETTER G WITH INVERTED OGONEK
E50E,LATIN SMALL LETTER G WITH THREE DOT ABOVE
E50F,LATIN SMALL LETTER GH WITH LOW LINE
E510,LATIN SMALL LETTER GJ WITH LOW LINE
E513,LATIN SMALL LETTER G VARIANT
E514,LATIN SMALL LETTER SCRIPT G WITH PALATALIZED HOOK BELOW
E515,LATIN SMALL LETTER H WITH GRAVE
E516,LATIN SMALL LETTER H WITH ACUTE
E517,LATIN SMALL LETTER H WITH CARON
E518,LATIN SMALL LETTER H WITH COMMA ABOVE RIGHT
E519,LATIN SMALL LETTER H WITH RETROFLEX HOOK BELOW
E51A,LATIN SMALL LETTER H WITH RING BELOW
E51B,LATIN SMALL LETTER H WITH OGONEK
E51C,LATIN SMALL LETTER H WITH CARON BELOW
E51D,LATIN SMALL LETTER H WITH CIRCUMFLEX ACCENT BELOW
E51E,LATIN SMALL LETTER H WITH BREVE BELOW AND MODIFIER LETTER SMALL V SUPERSCRIPT
E51F,LATIN SMALL LETTER H WITH INVERTED BREVE BELOW
E521,LATIN SMALL LETTER H WITH ACUTE ABOVE RIGHT
E522,LATIN SMALL LETTER H WITH COLON BELOW
E523,LATIN SMALL LETTER H WITH ACUTE CENTRED
E524,LATIN SMALL LETTER H WITH STROKE AND RING BELOW
E525,LATIN SMALL LETTER HV WITH LOW LINE
E526,LATIN SMALL LETTER HV
E529,LATIN SMALL LETTER TURNED H WITH RING BELOW
E52B,LATIN SMALL LETTER I WITH STROKE AND MACRON
E52C,LATIN SMALL LETTER I WITH STROKE AND INVERTED BREVE BELOW
E52D,LATIN SMALL LETTER I WITH GRAVE ABOVE AND OGONEK
E52E,LATIN SMALL LETTER I WITH ACUTE AND RING BELOW
E52F,LATIN SMALL LETTER I WITH ACUTE AND OGONEK
E530,LATIN SMALL LETTER I WITH ACUTE AND INVERTED BREVE BELOW
E531,LATIN SMALL LETTER I WITH CIRCUMFLEX AND ACUTE
E532,LATIN SMALL LETTER I WITH TILDE AND OGONEK
E533,LATIN SMALL LETTER I WITH TILDE AND INVERTED BREVE BELOW
E534,LATIN SMALL LETTER I WITH MACRON AND GRAVE
E535,LATIN SMALL LETTER I WITH MACRON AND ACUTE
E536,LATIN SMALL LETTER I WITH MACRON AND TILDE
E537,LATIN SMALL LETTER I WITH MACRON AND BREVE
E538,LATIN SMALL LETTER I WITH MACRON AND BREVE AND ACUTE
E539,LATIN SMALL LETTER I WITH MACRON AND BREVE AND OGONEK
E53A,LATIN SMALL LETTER I WITH MACRON AND DOT BELOW
E53B,LATIN SMALL LETTER I WITH MACRON AND OGONEK
E53C,LATIN SMALL LETTER I WITH MACRON AND CIRCUMFLEX BELOW
E53D,LATIN SMALL LETTER I WITH MACRON AND LEFT ARROWHEAD
E53E,LATIN SMALL LETTER I WITH BREVE AND GRAVE
E53F,LATIN SMALL LETTER I WITH BREVE AND ACUTE
E540,LATIN SMALL LETTER I WITH DIAERESIS AND GRAVE
E541,LATIN SMALL LETTER I WITH DIAERESIS AND INVERTED BREVE
E542,LATIN SMALL LETTER I WITH RING ABOVE
E543,LATIN SMALL LETTER I WITH DOUBLE ACUTE ABOVE
E544,LATIN SMALL LETTER I WITH COMMA ABOVE
E545,LATIN SMALL LETTER I WITH RING BELOW
E546,LATIN SMALL LETTER I WITH CIRCUMFLEX BELOW
E547,LATIN SMALL LETTER I WITH BREVE BELOW
E548,LATIN SMALL LETTER I WITH INVERTED BREVE BELOW
E549,LATIN SMALL LETTER I WITH MACRON BELOW
E54A,LATIN SMALL LETTER I WITH LATIN SMALL LETTER E ABOVE
E54B,LATIN SMALL LETTER I WITH LATIN SMALL LETTER V ABOVE
E54C,LATIN SMALL LETTER I WITH INVERTED OGONEK
E54D,LATIN SMALL LETTER I WITH LEFT ARROWHEAD
E54E,LATIN SMALL LETTER TURNED I
E54F,LATIN SMALL LETTER TURNED I WITH RING BELOW
E553,LATIN SMALL LETTER J WITH ACUTE
E554,LATIN SMALL LETTER J WITH MACRON
E555,LATIN SMALL LETTER J WITH RING ABOVE
E557,LATIN SMALL LETTER J WITH CARON AND ACUTE ABOVE
E558,LATIN SMALL LETTER J WITH CARON AND DOT BELOW
E559,LATIN SMALL LETTER J WITH RING BELOW
E55A,LATIN SMALL LETTER J WITH MACRON BELOW
E55B,LATIN SMALL LETTER J WITH THREE DOT ABOVE
E55C,LATIN SMALL DOTLESS LETTER J
E55D,LATIN SMALL DOTTED LETTER J WITH ACUTE
E55E,LATIN SMALL DOTTED LETTER J WITH MACRON
E55F,LATIN SMALL DOTTED LETTER J WITH RING ABOVE
E560,LATIN SMALL DOTTED LETTER J WITH CARON AND ACUTE
E561,LATIN SMALL DOTTED LETTER J WITH CARON AND MACRON BELOW
E564,LATIN SMALL LETTER K WITH GRAVE
E565,LATIN SMALL LETTER K WITH CIRCUMFLEX
E566,LATIN SMALL LETTER K WITH TILDE
E567,LATIN SMALL LETTER K WITH BREVE
E568,LATIN SMALL LETTER K WITH DOT ABOVE
E569,LATIN SMALL LETTER K WITH DIAERESIS
E56A,LATIN SMALL LETTER K WITH INVERTED BREVE
E56B,LATIN SMALL LETTER K WITH COMMA ABOVE
E56C,LATIN SMALL LETTER K WITH REVERSED COMMA ABOVE
E56D,LATIN SMALL LETTER K WITH COMMA ABOVE RIGHT
E56E,LATIN SMALL LETTER K WITH PALATALIZED HOOK BELOW
E56F,LATIN SMALL LETTER K WITH COMMA BELOW
E570,LATIN SMALL LETTER K WITH OGONEK
E571,LATIN SMALL LETTER K WITH INVERTED DOUBLE ARCH BELOW
E572,LATIN SMALL LETTER K WITH CARON BELOW
E573,LATIN SMALL LETTER K WITH BREVE BELOW
E574,LATIN SMALL LETTER K WITH SHORT SOLIDUS OVERLAY
E575,LATIN SMALL LETTER K WITH SUPERSCRIPT ONE
E576,LATIN SMALL LETTER K WITH SUPERSCRIPT TWO
E577,LATIN SMALL LETTER K WITH MODIFIER LETTER SMALL U SUPERSCRIPT AND INVERTED BREVE BELOW
E578,LATIN SMALL LETTER K WITH MODIFIER LETTER SMALL DOTLESS I SUPERSCRIPT LEFT
E579,LATIN SMALL LETTER K WITH MODIFIER LETTER SMALL U SUPERSCRIPT LEFT
E57A,LATIN SMALL LETTER K WITH MODIFIER LETTER SMALL U SUPERSCRIPT LEFT WITH DIAERESIS
E57B,LATIN SMALL LETTER K WITH REVERSED COMMA ABOVE RIGHT
E57C,LATIN SMALL LETTER K WITH TURNED COMMA ABOVE RIGHT
E57D,LATIN SMALL LETTER K WITH REVERSED COMMA BELOW
E57E,LATIN SMALL LETTER K WITH COMMA CENTRED
E57F,LATIN SMALL LETTER K WITH LEFT HALF RING ABOVE
E580,LATIN SMALL LETTER K WITH LEFT HALF RING ABOVE RIGHT
E581,LATIN SMALL LETTER K WITH RING ABOVE RIGHT
E583,LATIN SMALL LETTER K WITH ACUTE ABOVE RIGHT
E584,LATIN SMALL LETTER K WITH VERTICAL LINE ABOVE RIGHT
E585,LATIN SMALL LETTER K WITH ACUTE CENTRED
E586,LATIN SMALL LETTER KH WITH LOW LINE
E588,MODIFIER LETTER SMALL O SUBSCRIPT WITH TOCHARIAN BOW UP AND LATIN SMALL LETTER K
E589,MODIFIER LETTER SMALL O SUBSCRIPT WITH TOCHARIAN BOW UP AND LATIN SMALL LETTER K WITH LOW LINE
E58A,MODIFIER LETTER SMALL U SUBSCRIPT WITH TOCHARIAN BOW UP AND LATIN SMALL LETTER K
E58B,MODIFIER LETTER SMALL U SUBSCRIPT WITH TOCHARIAN BOW UP AND LATIN SMALL LETTER K WITH LOW LINE
E58D,LATIN SMALL LETTER L WITH APOSTROPHE AND DOT BELOW
E58E,LATIN SMALL LETTER L WITH GRAVE AND DOT BELOW
E58F,LATIN SMALL LETTER L WITH GRAVE AND RING BELOW
E590,LATIN SMALL LETTER L WITH ACUTE AND DOT BELOW
E591,LATIN SMALL LETTER L WITH ACUTE AND RING BELOW
E592,LATIN SMALL LETTER L WITH CIRCUMFLEX
E593,LATIN SMALL LETTER L WITH CIRCUMFLEX AND CEDILLA
E594,LATIN SMALL LETTER L WITH TILDE
E595,LATIN SMALL LETTER L WITH TILDE AND CEDILLA
E596,LATIN SMALL LETTER L WITH MACRON
E597,LATIN SMALL LETTER L WITH MACRON AND ACUTE AND DOT BELOW
E598,LATIN SMALL LETTER L WITH MACRON AND ACUTE AND RING BELOW
E599,LATIN SMALL LETTER L WITH MACRON AND BREVE AND DOT BELOW
E59A,LATIN SMALL LETTER L WITH MACRON AND BREVE AND RING BELOW
E59B,LATIN SMALL LETTER L WITH MACRON AND DIAERESIS BELOW
E59C,LATIN SMALL LETTER L WITH MACRON AND RING BELOW
E59D,LATIN SMALL LETTER L WITH CANDRABINDU
E59E,LATIN SMALL LETTER L WITH DOT ABOVE
E59F,LATIN SMALL LETTER L WITH INVERTED BREVE
E5A0,LATIN SMALL LETTER L WITH COMMA ABOVE RIGHT
E5A1,LATIN SMALL LETTER L WITH COMMA ABOVE RIGHT AND RING BELOW
E5A2,LATIN SMALL LETTER L WITH PALATALIZED HOOK BELOW
E5A3,LATIN SMALL LETTER L WITH DIAERESIS BELOW
E5A4,LATIN SMALL LETTER L WITH RING BELOW
E5A5,LATIN SMALL LETTER L WITH COMMA BELOW
E5A6,LATIN SMALL LETTER L WITH VERTICAL LINE BELOW
E5A7,LATIN SMALL LETTER L WITH BREVE BELOW
E5A8,LATIN SMALL LETTER L WITH INVERTED BREVE BELOW
E5A9,LATIN SMALL LETTER L WITH TILDE OVERLAY
E5AA,LATIN SMALL LETTER L WITH SUPERSCRIPT ONE
E5AB,LATIN SMALL LETTER L WITH SUPERSCRIPT TWO
E5AC,LATIN SMALL LETTER L WITH TOCHARIAN BOW DOWN AND MODIFIER LETTER SMALL U SUBSCRIPT
E5AD,LATIN SMALL LETTER L WITH ACUTE ABOVE RIGHT
E5AE,LATIN SMALL LETTER L WITH COLON BELOW
E5AF,LATIN SMALL LETTER L WITH LATIN SMALL LETTER T AND BOW BELOW
E5B2,LATIN SMALL LETTER M WITH GRAVE
E5B3,LATIN SMALL LETTER M WITH ACUTE AND DOT BELOW
E5B4,LATIN SMALL LETTER M WITH ACUTE AND RING BELOW
E5B5,LATIN SMALL LETTER M WITH ACUTE AND MACRON BELOW
E5B6,LATIN SMALL LETTER M WITH CIRCUMFLEX
E5B7,LATIN SMALL LETTER M WITH TILDE
E5B8,LATIN SMALL LETTER M WITH MACRON
E5B9,LATIN SMALL LETTER M WITH MACRON AND ACUTE AND RING BELOW
E5BA,LATIN SMALL LETTER M WITH MACRON AND BREVE AND RING BELOW
E5BB,LATIN SMALL LETTER M WITH MACRON AND DOT BELOW
E5BC,LATIN SMALL LETTER M WITH MACRON AND RING BELOW
E5BD,LATIN SMALL LETTER M WITH BREVE
E5BE,LATIN SMALL LETTER M WITH CANDRABINDU
E5BF,LATIN SMALL LETTER M WITH DIAERESIS
E5C0,LATIN SMALL LETTER M WITH INVERTED BREVE
E5C1,LATIN SMALL LETTER M WITH COMMA ABOVE RIGHT
E5C2,LATIN SMALL LETTER M WITH PALATALIZED HOOK BELOW
E5C3,LATIN SMALL LETTER M WITH PALATALIZED HOOK BELOW AND VERTICAL LINE BELOW
E5C4,LATIN SMALL LETTER M WITH RETROFLEX HOOK BELOW
E5C5,LATIN SMALL LETTER M WITH RING BELOW
E5C6,LATIN SMALL LETTER M WITH OGONEK
E5C7,LATIN SMALL LETTER M WITH VERTICAL LINE BELOW
E5C8,LATIN SMALL LETTER M WITH CARON BELOW
E5C9,LATIN SMALL LETTER M WITH BREVE BELOW
E5CA,LATIN SMALL LETTER M WITH INVERTED BREVE BELOW
E5CB,LATIN SMALL LETTER M WITH MACRON BELOW
E5CC,LATIN SMALL LETTER M WITH REVERSED COMMA ABOVE RIGHT
E5CD,LATIN SMALL LETTER M WITH LEFT HALF RING ABOVE
E5CE,LATIN SMALL LETTER M WITH TOCHARIAN BOW DOWN AND MODIFIER LETTER SMALL A SUBSCRIPT WITH DIAERESIS
E5CF,LATIN SMALL LETTER M WITH ACUTE ABOVE RIGHT
E5D0,LATIN SMALL LETTER M WITH COLON ABOVE
E5D1,LATIN SMALL LETTER M WITH OGONEK RIGHT
E5D3,LATIN SMALL LETTER N WITH GRAVE AND RING BELOW
E5D4,LATIN SMALL LETTER N WITH ACUTE AND DOT BELOW
E5D5,LATIN SMALL LETTER N WITH ACUTE AND RING BELOW
E5D6,LATIN SMALL LETTER N WITH ACUTE AND MACRON BELOW
E5D7,LATIN SMALL LETTER N WITH CIRCUMFLEX
E5D8,LATIN SMALL LETTER N WITH CIRCUMFLEX AND CEDILLA
E5D9,LATIN SMALL LETTER N WITH TILDE AND ACUTE AND RING BELOW
E5DA,LATIN SMALL LETTER N WITH TILDE AND RING BELOW
E5DB,LATIN SMALL LETTER N WITH TILDE AND CEDILLA
E5DC,LATIN SMALL LETTER N WITH MACRON
E5DD,LATIN SMALL LETTER N WITH MACRON AND ACUTE AND DOT BELOW
E5DE,LATIN SMALL LETTER N WITH MACRON AND ACUTE AND RING BELOW
E5DF,LATIN SMALL LETTER N WITH MACRON AND BREVE AND RING BELOW
E5E0,LATIN SMALL LETTER N WITH MACRON AND INVERTED BREVE AND RING BELOW
E5E1,LATIN SMALL LETTER N WITH MACRON AND DOT BELOW
E5E2,LATIN SMALL LETTER N WITH MACRON AND RING BELOW
E5E3,LATIN SMALL LETTER N WITH BREVE
E5E4,LATIN SMALL LETTER N WITH CANDRABINDU
E5E5,LATIN SMALL LETTER N WITH DOT ABOVE AND RING BELOW
E5E6,LATIN SMALL LETTER N WITH DIAERESIS
E5E7,LATIN SMALL LETTER N WITH INVERTED BREVE
E5E8,LATIN SMALL LETTER N WITH INVERTED BREVE AND ACUTE AND RING BELOW
E5E9,LATIN SMALL LETTER N WITH INVERTED BREVE AND MACRON AND RING BELOW
E5EA,LATIN SMALL LETTER N WITH INVERTED BREVE AND RING BELOW
E5EB,LATIN SMALL LETTER N WITH COMMA ABOVE RIGHT
E5EC,LATIN SMALL LETTER N WITH PALATALIZED HOOK BELOW
E5ED,LATIN SMALL LETTER N WITH DIAERESIS BELOW
E5EE,LATIN SMALL LETTER N WITH RING BELOW
E5EF,LATIN SMALL LETTER N WITH COMMA BELOW
E5F0,LATIN SMALL LETTER N WITH OGONEK
E5F1,LATIN SMALL LETTER N WITH VERTICAL LINE BELOW
E5F2,LATIN SMALL LETTER N WITH BREVE BELOW
E5F3,LATIN SMALL LETTER N WITH INVERTED BREVE BELOW
E5F4,LATIN SMALL LETTER N WITH LONG SOLIDUS OVERLAY
E5F5,LATIN SMALL LETTER N WITH SUPERSCRIPT ONE
E5F6,LATIN SMALL LETTER N WITH SUPERSCRIPT TWO
E5F7,LATIN SMALL LETTER N WITH COMMA ABOVE LEFT
E5F8,LATIN SMALL LETTER N WITH TOCHARIAN BOW DOWN AND MODIFIER LETTER SMALL A SUBSCRIPT WITH DIAERESIS
E5F9,LATIN SMALL LETTER N WITH TOCHARIAN BOW DOWN AND MODIFIER LETTER SMALL U SUBSCRIPT
E5FA,LATIN SMALL LETTER N WITH ACUTE ABOVE RIGHT
E5FB,LATIN SMALL LETTER N WITH INVERTED OGONEK
E5FC,LATIN SMALL LETTER N WITH DOUBLE ACUTE BELOW
E5FD,LATIN SMALL LETTER N WITH COLON ABOVE
E5FE,LATIN SMALL LETTER N WITH LEFT HOOK AND RING BELOW
E5FF,LATIN SMALL LETTER N WITH LEFT HOOK AND VERTICAL LINE BELOW
E600,LATIN SMALL LETTER N WITH LATIN SMALL LETTER C WITH CARON AND BOW BELOW
E601,LATIN SMALL LETTER N WITH LATIN SMALL LETTER T AND BOW BELOW
E603,LATIN SMALL LETTER ROUND ENG
E604,LATIN SMALL LETTER ROUND ENG WITH ACUTE
E605,LATIN SMALL LETTER ROUND ENG WITH MACRON AND RING BELOW
E606,LATIN SMALL LETTER ROUND ENG RING BELOW
E607,LATIN SMALL LETTER ROUND ENG WITH OGONEK
E609,LATIN SMALL LETTER O WITH GRAVE AND DOT BELOW
E60A,LATIN SMALL LETTER O WITH GRAVE AND OGONEK
E60B,LATIN SMALL LETTER O WITH ACUTE AND DOT BELOW
E60C,LATIN SMALL LETTER O WITH ACUTE AND OGONEK
E60D,LATIN SMALL LETTER O WITH ACUTE AND RIGHT HALF RING BELOW
E60E,LATIN SMALL LETTER O WITH CIRCUMFLEX AND OGONEK
E60F,LATIN SMALL LETTER O WITH TILDE AND DOT BELOW
E610,LATIN SMALL LETTER O WITH TILDE AND OGONEK
E611,LATIN SMALL LETTER O WITH TILDE AND INVERTED OGONEK
E612,LATIN SMALL LETTER O WITH TILDE AND LEFT ARROWHEAD
E613,LATIN SMALL LETTER O WITH MACRON AND GRAVE AND DOT BELOW
E614,LATIN SMALL LETTER O WITH MACRON AND GRAVE AND OGONEK
E615,LATIN SMALL LETTER O WITH MACRON AND ACUTE AND DOT BELOW
E616,LATIN SMALL LETTER O WITH MACRON AND ACUTE AND OGONEK
E617,LATIN SMALL LETTER O WITH MACRON AND TILDE
E618,LATIN SMALL LETTER O WITH MACRON AND TILDE AND ACUTE
E619,LATIN SMALL LETTER O WITH MACRON AND TILDE AND DOT BELOW
E61A,LATIN SMALL LETTER O WITH MACRON AND TILDE AND OGONEK
E61B,LATIN SMALL LETTER O WITH MACRON AND BREVE
E61C,LATIN SMALL LETTER O WITH MACRON AND BREVE AND ACUTE
E61D,LATIN SMALL LETTER O WITH MACRON AND BREVE AND DOT BELOW
E61E,LATIN SMALL LETTER O WITH MACRON AND BREVE AND OGONEK
E61F,LATIN SMALL LETTER O WITH MACRON AND DIAERESIS
E620,LATIN SMALL LETTER O WITH MACRON DOUBLE ACUTE ABOVE
E621,LATIN SMALL LETTER O WITH MACRON AND CARON
E622,LATIN SMALL LETTER O WITH MACRON AND DOT BELOW
E623,LATIN SMALL LETTER O WITH MACRON AND RING BELOW
E624,LATIN SMALL LETTER O WITH MACRON AND INVERTED OGONEK
E625,LATIN SMALL LETTER O WITH MACRON AND LEFT ARROWHEAD
E626,LATIN SMALL LETTER O WITH BREVE AND GRAVE
E627,LATIN SMALL LETTER O WITH BREVE AND ACUTE
E628,LATIN SMALL LETTER O WITH BREVE AND ACUTE AND OGONEK
E629,LATIN SMALL LETTER O WITH BREVE AND DIAERESIS
E62A,LATIN SMALL LETTER O WITH BREVE AND DOT BELOW
E62B,LATIN SMALL LETTER O WITH BREVE AND OGONEK
E62C,LATIN SMALL LETTER O WITH DIAERESIS AND ACUTE
E62D,LATIN SMALL LETTER O WITH DIAERESIS AND CIRCUMFLEX
E62E,LATIN SMALL LETTER O WITH DIAERESIS AND TILDE
E62F,LATIN SMALL LETTER O WITH DIAERESIS AND TILDE AND OGONEK
E630,LATIN SMALL LETTER O WITH DIAERESIS AND MACRON AND BREVE
E631,LATIN SMALL LETTER O WITH DIAERESIS AND MACRON AND DOT BELOW
E632,LATIN SMALL LETTER O WITH DIAERESIS AND MACRON AND OGONEK
E633,LATIN SMALL LETTER O WITH DIAERESIS AND BREVE
E634,LATIN SMALL LETTER O WITH DIAERESIS AND DOT BELOW
E635,LATIN SMALL LETTER O WITH DIAERESIS AND OGONEK
E636,LATIN SMALL LETTER O WITH DIAERESIS AND MACRON BELOW
E637,LATIN SMALL LETTER O WITH RING ABOVE
E638,LATIN SMALL LETTER O WITH INVERTED BREVE AND DOT BELOW
E639,LATIN SMALL LETTER O WITH INVERTED BREVE AND OGONEK
E63A,LATIN SMALL LETTER O WITH COMMA ABOVE
E63B,LATIN SMALL LETTER O WITH LEFT HALF RING BELOW
E63C,LATIN SMALL LETTER O WITH DIAERESIS BELOW
E63D,LATIN SMALL LETTER O WITH RING BELOW
E63E,LATIN SMALL LETTER O WITH CARON BELOW
E63F,LATIN SMALL LETTER O WITH BREVE BELOW
E640,LATIN SMALL LETTER O WITH INVERTED BREVE BELOW
E641,LATIN SMALL LETTER O WITH MACRON BELOW
E642,LATIN SMALL LETTER O WITH RIGHT HALF RING BELOW
E643,LATIN SMALL LETTER O WITH LATIN SMALL LETTER A ABOVE
E644,LATIN SMALL LETTER O WITH LATIN SMALL LETTER E ABOVE
E645,LATIN SMALL LETTER O WITH LATIN SMALL LETTER I ABOVE
E646,LATIN SMALL LETTER O WITH LATIN SMALL LETTER U ABOVE
E647,LATIN SMALL LETTER O WITH LATIN SMALL LETTER V ABOVE
E648,LATIN SMALL LETTER O WITH DOT ABOVE RIGHT
E649,LATIN SMALL LETTER O WITH TOCHARIAN BOW DOWN AND MODIFIER LETTER SMALL I SUBSCRIPT
E64A,LATIN SMALL LETTER O WITH TOCHARIAN BOW DOWN AND MODIFIER LETTER SMALL I SUBSCRIPT WITH MACRON
E64B,LATIN SMALL LETTER O WITH TOCHARIAN BOW DOWN AND MODIFIER LETTER SMALL U SUBSCRIPT
E64C,LATIN SMALL LETTER O WITH INVERTED OGONEK
E64D,LATIN SMALL LETTER O WITH MACRON ABOVE INCLOSED IN PARENTHESES
E64E,LATIN SMALL LETTER O WITH GRAVE ABOVE INCLOSED IN PARENTHESES
E650,LATIN SMALL LETTER O WITH STROKE AND GRAVE
E651,LATIN SMALL LETTER O WITH STROKE AND TILDE
E652,LATIN SMALL LETTER O WITH STROKE AND MACRON
E653,LATIN SMALL LETTER O WITH STROKE AND MACRON AND BREVE
E654,LATIN SMALL LETTER O WITH STROKE AND MACRON AND OGONEK
E655,LATIN SMALL LETTER O WITH STROKE AND OGONEK
E656,LATIN SMALL LETTER O WITH STROKE AND INVERTED OGONEK
E658,LATIN SMALL LIGATURE OE WITH GRAVE
E659,LATIN SMALL LIGATURE OE WITH ACUTE
E65A,LATIN SMALL LIGATURE OE WITH CIRCUMFLEX
E65B,LATIN SMALL LIGATURE OE WITH TILDE
E65C,LATIN SMALL LIGATURE OE WITH TILDE AND OGONEK
E65D,LATIN SMALL LIGATURE OE WITH MACRON
E65E,LATIN SMALL LIGATURE OE WITH MACRON AND ACUTE
E65F,LATIN SMALL LIGATURE OE WITH MACRON AND TILDE
E660,LATIN SMALL LIGATURE OE WITH MACRON AND BREVE
E661,LATIN SMALL LIGATURE OE WITH DOT BELOW
E662,LATIN SMALL LIGATURE OE WITH OGONEK
E663,LATIN SMALL LIGATURE OE WITH INVERTED BREVE BELOW
E664,LATIN SMALL LETTER P WITH TILDE
E665,LATIN SMALL LETTER P WITH MACRON
E666,LATIN SMALL LETTER P WITH BREVE
E667,LATIN SMALL LETTER P WITH DIAERESIS
E668,LATIN SMALL LETTER P WITH DOUBLE ACUTE ABOVE
E669,LATIN SMALL LETTER P WITH INVERTED BREVE
E66A,LATIN SMALL LETTER P WITH REVERSED COMMA ABOVE
E66B,LATIN SMALL LETTER P WITH COMMA ABOVE RIGHT
E66C,LATIN SMALL LETTER P WITH PALATALIZED HOOK
E66D,LATIN SMALL LETTER P WITH DOT BELOW
E66E,LATIN SMALL LETTER P WITH CARON BELOW
E66F,LATIN SMALL LETTER P WITH MACRON BELOW
E670,LATIN SMALL LETTER P WITH SHORT STROKE OVERLAY
E671,LATIN SMALL LETTER P WITH MODIFIER LETTER SMALL U SUPERSCRIPT LEFT
E672,LATIN SMALL LETTER P WITH REVERSED COMMA ABOVE RIGHT
E673,LATIN SMALL LETTER P WITH TURNED COMMA ABOVE RIGHT
E674,LATIN SMALL LETTER P WITH LEFT HALF RING ABOVE
E675,LATIN SMALL LETTER P WITH LEFT HALF RING ABOVE RIGHT
E676,LATIN SMALL LETTER P WITH TOCHARIAN BOW DOWN AND MODIFIER LETTER SMALL I SUBSCRIPT
E677,LATIN SMALL LETTER P WITH TOCHARIAN BOW DOWN AND MODIFIER LETTER SMALL U SUBSCRIPT
E678,LATIN SMALL LETTER P WITH ACUTE ABOVE RIGHT
E679,LATIN SMALL LETTER P WITH VERTICAL LINE ABOVE RIGHT
E67A,LATIN SMALL LETTER P WITH DOT BELOW CENTRED
E67B,MODIFIER LETTER SMALL O SUBSCRIPT WITH TOCHARIAN BOW UP AND LATIN SMALL LETTER P
E67C,MODIFIER LETTER SMALL U SUBSCRIPT WITH TOCHARIAN BOW UP AND LATIN SMALL LETTER P
E680,LATIN SMALL LETTER Q WITH ACUTE
E681,LATIN SMALL LETTER Q WITH MACRON
E682,LATIN SMALL LETTER Q WITH DOT ABOVE
E683,LATIN SMALL LETTER Q WITH DOT ABOVE AND DOT BELOW
E684,LATIN SMALL LETTER Q WITH DIAERESIS
E685,LATIN SMALL LETTER Q WITH DIAERESIS AND DOT BELOW
E686,LATIN SMALL LETTER Q WITH DOUBLE ACUTE
E687,LATIN SMALL LETTER Q WITH COMMA ABOVE RIGHT
E688,LATIN SMALL LETTER Q WITH DOT BELOW
E689,LATIN SMALL LETTER Q WITH CEDILLA
E68A,LATIN SMALL LETTER Q WITH SHORT STROKE OVERLAY
E68D,LATIN SMALL LETTER R WITH GRAVE
E68E,LATIN SMALL LETTER R WITH GRAVE AND DOT BELOW
E68F,LATIN SMALL LETTER R WITH GRAVE AND RING BELOW
E690,LATIN SMALL LETTER R WITH ACUTE AND DOT BELOW
E691,LATIN SMALL LETTER R WITH ACUTE AND RING BELOW
E692,LATIN SMALL LETTER R WITH CIRCUMFLEX
E693,LATIN SMALL LETTER R WITH CIRCUMFLEX AND RING BELOW
E694,LATIN SMALL LETTER R WITH TILDE
E695,LATIN SMALL LETTER R WITH TILDE AND RING BELOW
E696,LATIN SMALL LETTER R WITH MACRON
E697,LATIN SMALL LETTER R WITH MACRON AND ACUTE AND DOT BELOW
E698,LATIN SMALL LETTER R WITH MACRON AND ACUTE AND RING BELOW
E699,LATIN SMALL LETTER R WITH MACRON AND TILDE AND DOT BELOW
E69A,LATIN SMALL LETTER R WITH MACRON AND BREVE AND DOT BELOW
E69B,LATIN SMALL LETTER R WITH MACRON AND BREVE AND RING BELOW
E69C,LATIN SMALL LETTER R WITH MACRON AND RING BELOW
E69D,LATIN SMALL LETTER R WITH MACRON AND OGONEK
E69E,LATIN SMALL LETTER R WITH BREVE
E69F,LATIN SMALL LETTER R WITH CARON AND RING BELOW
E6A0,LATIN SMALL LETTER R WITH COMMA ABOVE RIGHT
E6A1,LATIN SMALL LETTER R WITH PALATALIZED HOOK
E6A2,LATIN SMALL LETTER R WITH DIAERESIS BELOW
E6A3,LATIN SMALL LETTER R WITH RING BELOW
E6A4,LATIN SMALL LETTER R WITH COMMA BELOW
E6A5,LATIN SMALL LETTER R WITH OGONEK
E6A6,LATIN SMALL LETTER R WITH VERTICAL LINE BELOW
E6A7,LATIN SMALL LETTER R WITH CARON BELOW
